T01 - Pedestal Button Inaactive,,,,,,,,,
2,2,2,0,0,2,2,2,,
2,2,0,0,0,0,2,2,,
2,0,0,0,0,0,0,2,,
2,0,0,0,0,0,0,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,0,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,0,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,0,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,0,3,3,3,3,0,2,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T02 - Pedestal Button Inaactive,,,,,,,,,
2,2,2,1,1,2,2,2,,
2,2,1,1,1,1,2,2,,
2,1,1,1,1,1,1,2,,
2,0,0,0,0,0,0,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,0,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,0,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,0,0,2,2,,
2,2,0,3,3,0,2,2,,
2,2,0,3,3,0,2,2,,
2,0,3,3,3,3,0,2,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T03 Exit Top Left - Closed,,,,,,,,,
0,0,0,0,0,0,0,0,,
0,3,3,3,3,3,3,3,,
0,3,3,3,3,3,3,3,,
0,3,3,3,3,3,3,3,,
0,3,3,3,3,3,3,3,,
0,3,1,1,1,3,3,3,,
0,3,1,3,3,3,3,3,,
0,3,1,1,3,3,3,3,,
0,3,1,3,3,3,3,3,,
0,3,1,1,1,3,3,3,,
0,3,3,3,3,3,3,3,,
0,3,1,3,1,3,3,3,,
0,3,1,3,1,3,0,0,,
0,3,3,1,3,0,0,3,,
0,3,1,3,1,0,3,3,,
0,3,1,3,1,0,3,3,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
T04 Exit Top Right - Closed,,,,,,,,,
0,0,0,0,0,0,0,0,,
3,3,3,3,3,3,0,0,,
3,3,3,3,3,3,0,0,,
3,3,3,3,3,0,3,0,,
3,3,3,3,3,0,0,0,,
3,3,3,3,0,0,3,0,,
3,3,3,3,0,3,0,0,,
3,3,3,0,3,0,3,0,,
3,3,3,0,0,3,0,0,,
3,3,0,0,3,0,3,0,,
3,3,0,3,0,3,0,0,,
3,0,3,0,3,0,3,0,,
0,3,0,3,0,3,0,0,,
0,0,3,0,3,0,3,0,,
3,0,0,3,0,3,0,0,,
3,0,3,0,3,0,3,0,,
