.,.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,11,FF,FF
.,.,.,0,3,3,3,0,.,.,.,.,.,.,.,.,00,EE,00,00,EE,00,FF,FF
.,.,0,3,3,3,3,3,0,.,.,.,.,.,.,.,11,FF,00,00,CC,00,77,FF
.,.,0,3,3,3,3,3,3,0,.,.,.,.,.,.,11,FF,88,00,CC,00,33,FF
.,.,0,3,3,3,0,0,0,0,.,.,.,.,.,.,11,CC,00,00,CC,00,33,FF
.,.,0,3,0,0,3,3,3,0,.,.,.,.,.,.,11,33,88,00,CC,00,33,FF
.,.,0,0,0,3,3,2,3,0,.,.,.,.,.,.,00,76,88,00,CC,00,33,FF
.,0,3,3,0,3,3,3,3,3,.,.,.,.,.,.,33,77,CC,00,88,00,33,FF
0,3,3,3,0,3,3,3,3,0,.,.,.,.,.,.,77,77,88,00,00,00,33,FF
0,3,0,0,1,3,3,0,0,.,.,.,.,.,.,.,44,6E,00,00,00,00,77,FF
.,0,0,0,0,1,1,0,.,.,.,.,.,.,.,.,00,06,00,00,88,00,FF,FF
.,.,.,0,2,0,0,0,.,.,0,0,.,.,.,.,00,80,00,00,EE,00,CC,FF
.,.,.,0,2,2,2,0,0,0,3,0,.,.,.,.,00,E0,22,00,EE,00,00,FF
.,.,0,2,2,2,2,0,1,3,1,0,.,.,.,.,10,E0,4E,00,CC,00,00,FF
.,.,0,2,2,0,2,0,3,0,0,0,.,.,.,.,10,A0,88,00,CC,00,00,FF
.,.,0,2,2,0,2,2,2,2,2,0,.,.,.,.,10,B0,E0,00,CC,00,00,FF
.,.,0,2,2,0,2,2,2,2,2,0,.,.,.,.,10,B0,E0,00,CC,00,00,FF
.,.,0,2,2,2,0,0,0,0,0,0,.,.,.,.,10,C0,00,00,CC,00,00,FF
.,.,0,2,2,2,2,0,1,3,1,0,.,.,.,.,10,E0,4E,00,CC,00,00,FF
.,.,.,0,1,1,1,1,0,1,3,.,.,.,.,.,00,0F,26,00,EE,00,11,FF
.,.,.,0,1,1,1,1,0,0,0,.,.,.,.,.,00,0F,00,00,EE,00,11,FF
.,.,0,1,1,1,1,1,1,0,.,.,.,.,.,.,01,0F,08,00,CC,00,33,FF
.,.,0,1,1,0,1,1,1,0,.,.,.,.,.,.,01,0B,08,00,CC,00,33,FF
.,.,0,1,1,0,1,1,1,0,.,.,.,.,.,.,01,0B,08,00,CC,00,33,FF
.,.,0,1,1,0,1,1,1,0,.,.,.,.,.,.,01,0B,08,00,CC,00,33,FF
.,.,0,1,0,1,1,1,1,0,.,.,.,.,.,.,01,07,08,00,CC,00,33,FF
.,.,0,1,0,1,1,1,0,.,.,.,.,.,.,.,01,07,00,00,CC,00,77,FF
.,.,0,0,0,1,1,1,0,.,.,.,.,.,.,.,00,07,00,00,CC,00,77,FF
.,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,00,00,00,00,CC,00,FF,FF
.,.,3,3,0,3,3,3,0,.,.,.,.,.,.,.,33,77,00,00,CC,00,77,FF
.,.,3,3,0,3,3,3,3,0,.,.,.,.,.,.,33,77,88,00,CC,00,33,FF
.,.,0,3,3,0,3,3,3,0,.,.,.,.,.,.,11,BB,88,00,CC,00,33,FF
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,E0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,F0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,00,F0,00,00,FF,FF,EE,77
.,.,.,.,.,.,.,.,0,0,0,3,0,.,.,.,00,C0,11,00,FF,FF,00,77
.,.,.,.,.,.,.,.,0,1,3,1,0,.,.,.,00,30,27,00,FF,77,00,77
.,.,.,.,.,0,2,2,2,3,0,0,0,.,.,.,00,F0,C4,00,FF,88,00,77
.,.,.,.,.,0,2,2,2,2,2,2,0,.,.,.,00,C0,F0,00,FF,88,00,77
.,.,.,.,.,0,2,2,2,2,2,2,0,.,.,.,00,03,F0,00,FF,88,00,77
.,.,.,.,.,.,0,0,0,0,0,0,0,.,.,.,00,0F,00,00,FF,CC,00,77
.,.,.,.,.,.,.,.,0,1,3,1,0,.,.,.,00,07,27,00,FF,FF,00,77
.,.,.,.,.,.,.,.,.,0,1,3,.,.,.,.,00,81,13,00,FF,FF,88,FF
.,.,.,.,.,.,.,.,.,0,0,0,.,.,.,.,00,60,00,00,FF,FF,88,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,E0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,F0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,00,F0,00,00,FF,FF,FF,33
.,.,.,.,.,.,.,.,.,0,0,0,3,0,.,.,00,C0,00,88,FF,FF,88,33
.,.,.,.,.,.,.,.,.,0,1,3,1,0,.,.,00,30,13,08,FF,BB,88,33
.,.,.,.,.,.,0,2,2,2,3,0,0,0,.,.,00,F0,E2,00,FF,CC,00,33
.,.,.,.,.,.,0,2,2,2,2,2,2,0,.,.,00,C0,F0,80,FF,CC,00,33
.,.,.,.,.,.,0,2,2,2,2,2,2,0,.,.,00,03,F0,80,FF,CC,00,33
.,.,.,.,.,.,.,0,0,0,0,0,0,0,.,.,00,0F,00,00,FF,EE,00,33
.,.,.,.,.,.,.,.,.,0,1,3,1,0,.,.,00,07,13,08,FF,FF,88,33
.,.,.,.,.,.,.,.,.,.,0,1,3,.,.,.,00,81,01,88,FF,FF,CC,77
.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,.,00,60,00,00,FF,FF,CC,77
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,E0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,F0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,00,F0,00,00,FF,FF,FF,99
.,.,.,.,.,.,.,.,.,.,0,0,0,3,0,.,00,C0,00,44,FF,FF,CC,11
.,.,.,.,.,.,.,.,.,.,0,1,3,1,0,.,00,30,01,8C,FF,DD,CC,11
.,.,.,.,.,.,.,0,2,2,2,3,0,0,0,.,00,F0,F1,00,FF,EE,00,11
.,.,.,.,.,.,.,0,2,2,2,2,2,2,0,.,00,C0,F0,C0,FF,EE,00,11
.,.,.,.,.,.,.,0,2,2,2,2,2,2,0,.,00,03,F0,C0,FF,EE,00,11
.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,.,00,0F,00,00,FF,FF,00,11
.,.,.,.,.,.,.,.,.,.,0,1,3,1,0,.,00,07,01,8C,FF,FF,CC,11
.,.,.,.,.,.,.,.,.,.,.,0,1,3,.,.,00,81,00,4C,FF,FF,EE,33
.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,00,60,00,00,FF,FF,EE,33
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,E0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,F0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,00,F0,00,00,FF,FF,FF,CC
.,.,.,.,.,.,.,.,.,.,.,0,0,0,3,0,00,C0,00,22,FF,FF,EE,00
.,.,.,.,.,.,.,.,.,.,.,0,1,3,1,0,00,30,00,4E,FF,EE,EE,00
.,.,.,.,.,.,.,.,0,2,2,2,3,0,0,0,00,F0,70,88,FF,FF,00,00
.,.,.,.,.,.,.,.,0,2,2,2,2,2,2,0,00,C0,70,E0,FF,FF,00,00
.,.,.,.,.,.,.,.,0,2,2,2,2,2,2,0,00,03,70,E0,FF,FF,00,00
.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,00,0F,00,00,FF,FF,88,00
.,.,.,.,.,.,.,.,.,.,.,0,1,3,1,0,00,07,00,4E,FF,FF,EE,00
.,.,.,.,.,.,.,.,.,.,.,.,0,1,3,.,00,81,00,26,FF,FF,FF,11
.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,00,60,00,00,FF,FF,FF,11
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,B0,00,00,FF,FF,FF,FF
