3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FF,FF,FF,FF,00,00,00,00
.,3,3,3,1,3,3,3,3,3,3,3,3,3,3,.,77,7F,FF,EE,88,00,00,11
.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,77,FF,FF,EE,88,00,00,11
.,.,3,3,3,3,3,3,3,3,3,1,3,3,.,.,33,FF,EF,CC,CC,00,00,33
.,.,3,3,1,3,3,3,3,3,3,3,3,3,.,.,33,7F,FF,CC,CC,00,00,33
.,.,.,3,.,3,3,1,3,3,3,3,3,.,.,.,11,67,FF,88,EE,88,00,77
.,.,.,3,3,3,.,3,3,3,1,3,1,.,.,.,11,DD,DF,08,EE,22,00,77
.,.,.,.,1,1,3,3,1,3,3,.,.,.,.,.,00,3F,6E,00,FF,00,11,FF
.,.,.,.,.,3,1,.,3,3,1,.,.,.,.,.,00,46,CE,00,FF,99,11,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
