.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0,FF,FF,FF,FF
.,.,0,3,3,3,0,0,.,.,.,.,.,.,.,.,0,E0,0,0,FF,11,FF,FF
.,0,3,3,3,3,3,3,0,.,.,.,.,.,.,.,0,F0,0,0,EE,0,FF,FF
0,3,3,3,3,3,3,3,3,0,.,.,.,.,.,.,11,F0,0,0,CC,0,77,FF
0,3,3,3,3,3,3,3,3,0,.,.,.,.,.,.,11,C0,88,0,CC,0,33,FF
0,3,3,3,3,0,3,3,3,0,.,.,.,.,.,.,11,30,0,0,CC,0,33,FF
0,3,3,3,0,3,0,0,0,.,.,.,.,.,.,.,33,F0,88,0,88,0,33,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,33,C0,88,0,88,0,33,FF
0,3,3,0,3,0,3,0,.,.,.,.,.,.,.,.,77,3,CC,0,0,0,11,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,EE,0F,88,0,0,0,33,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,0,7,0,0,0,0,77,FF
0,3,3,0,3,3,0,.,.,.,.,.,.,.,.,.,0,81,0,0,CC,0,FF,FF
0,3,3,0,0,0,.,.,.,.,.,.,.,.,.,.,0,60,0,0,EE,0,FF,FF
0,3,0,2,2,0,.,.,.,.,.,.,.,.,.,.,0,B0,0,0,EE,0,FF,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,0,B0,0,0,EE,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,0,B0,0,0,EE,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,0,A0,0,0,EE,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,0,90,0,0,EE,0,FF,FF
.,0,0,2,2,2,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,FF,FF
.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,1,40,0,0,CC,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,1,30,0,0,CC,0,77,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,0,F0,0,0,EE,0,77,FF
.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,.,0,F0,8,0,EE,0,33,FF
.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,.,1,F0,8,0,CC,0,33,FF
.,0,1,1,1,1,1,0,.,.,.,.,.,.,.,.,1,F0,8,0,CC,0,33,FF
.,0,1,1,1,1,1,0,.,.,.,.,.,.,.,.,1,F0,8,0,CC,0,33,FF
.,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,3,F0,0C,0,88,0,33,FF
.,.,.,0,3,0,3,3,.,.,.,.,.,.,.,.,3,0,0C,0,88,0,33,FF
.,.,0,3,3,0,3,3,0,.,.,.,.,.,.,.,33,77,CC,0,88,66,11,FF
.,.,0,3,3,0,0,0,0,.,.,.,.,.,.,.,77,77,EE,0,0,66,0,FF
.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,77,BB,77,0,0,33,0,77
