.,.,0,3,3,3,0,0,.,.,.,.,.,.,.,.,0,EE,0,0,EE,0,FF,FF
.,0,3,3,3,3,3,3,0,.,.,.,.,.,.,.,11,FF,0,0,CC,0,77,FF
0,3,3,3,3,3,3,3,3,0,.,.,.,.,.,.,11,FF,88,0,CC,0,33,FF
0,3,3,3,3,3,3,3,3,0,.,.,.,.,.,.,11,CC,0,0,CC,0,33,FF
0,3,3,3,3,0,3,3,3,0,.,.,.,.,.,.,11,33,88,0,CC,0,33,FF
0,3,3,3,0,3,0,0,0,.,.,.,.,.,.,.,11,67,88,0,CC,0,33,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,33,77,CC,0,88,0,11,FF
0,3,3,0,3,0,3,0,.,.,.,.,.,.,.,.,77,77,88,0,0,0,33,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,44,6E,0,0,0,0,77,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,0,0E,0,0,88,0,FF,FF
0,3,3,0,3,3,0,.,.,.,.,.,.,.,.,.,0,86,0,0,EE,0,FF,FF
0,3,3,0,0,0,.,.,.,.,.,.,.,.,.,.,0,E0,0,0,EE,0,77,FF
0,3,0,2,2,0,.,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,77,FF
0,3,0,2,2,2,.,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,77,FF
.,0,0,2,2,2,.,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,FF,FF
.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,1,0E,0,0,CC,0,FF,FF
.,.,.,0,1,0,.,.,.,.,.,.,.,.,.,.,1,0E,0,0,CC,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,1,0E,0,0,CC,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,0,0E,#VALUE!,0,EE,0,77,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,0,0E,0,0,EE,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,0,0E,0,0,EE,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,0,0E,0,0,EE,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,0,0E,0,0,EE,0,FF,FF
.,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,0,0C,0,0,EE,0,FF,FF
.,.,.,0,3,0,.,.,.,.,.,.,.,.,.,.,0,0C,0,0,EE,11,FF,FF
.,.,.,0,3,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0,EE,11,FF,FF
.,.,.,0,3,3,0,.,.,.,.,.,.,.,.,.,0,CC,0,0,EE,0,FF,FF
.,.,.,0,3,3,0,.,.,.,.,.,.,.,.,.,0,FF,0,0,EE,0,77,FF
.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,.,0,FF,0,0,EE,0,77,FF
