.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,00,00,00,00,88,00,00,11
.,0,3,3,3,3,3,3,3,3,3,3,3,3,0,.,33,FF,FF,CC,88,00,00,11
.,0,3,3,3,3,3,3,3,3,3,3,3,3,0,.,33,FF,FF,CC,88,00,00,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,00,00,00,00,00,00,00
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,70,F0,F0,E0,00,00,00,00
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,70,F0,F0,E0,00,00,00,00
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,70,F0,F0,E0,00,00,00,00
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,00,00,00,00,00,00,00
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,FF,FF,FF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,00,00,00,00,00,00,00
0,2,3,3,3,3,3,3,3,3,3,3,3,3,2,0,73,FF,FF,EC,00,00,00,00
0,2,3,3,3,3,3,3,3,3,3,3,3,3,2,0,73,FF,FF,EC,00,00,00,00
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,70,F0,F0,E0,00,00,00,00
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,00,00,00,00,00,00,00
