0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,00,00,00,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,77,FF,FF,CC,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,77,FF,FF,CC,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,77,FF,FF,AA,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,77,FF,FF,88,00,00,00,00
0,3,1,1,1,3,3,3,3,3,3,3,0,0,3,0,47,7F,FF,22,00,00,00,00
0,3,1,3,3,3,3,3,3,3,3,3,0,3,0,0,57,FF,FF,44,00,00,00,00
0,3,1,1,3,3,3,3,3,3,3,0,3,0,3,0,47,FF,EE,AA,00,00,00,00
0,3,1,3,3,3,3,3,3,3,3,0,0,3,0,0,57,FF,EE,44,00,00,00,00
0,3,1,1,1,3,3,3,3,3,0,0,3,0,3,0,47,7F,CC,AA,00,00,00,00
0,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,77,FF,DD,44,00,00,00,00
0,3,1,3,1,3,3,3,3,0,3,0,3,0,3,0,57,7F,AA,AA,00,00,00,00
0,3,1,3,1,3,0,0,0,3,0,3,0,3,0,0,57,4C,55,44,00,00,00,00
0,3,3,1,3,0,0,3,0,0,3,0,3,0,3,0,67,99,22,AA,00,00,00,00
0,3,1,3,1,0,3,3,3,0,0,3,0,3,0,0,57,3B,99,44,00,00,00,00
0,3,1,3,1,0,3,3,3,0,3,0,3,0,3,0,57,3B,AA,AA,00,00,00,00
0,3,3,3,3,0,3,3,3,0,0,3,0,3,0,0,77,BB,99,44,00,00,00,00
0,3,1,1,1,0,3,3,3,0,3,0,3,0,3,0,47,3B,AA,AA,00,00,00,00
0,3,3,1,3,0,0,3,0,0,0,3,0,3,0,0,67,99,11,44,00,00,00,00
0,3,3,1,3,3,0,0,0,0,3,0,3,0,3,0,67,CC,22,AA,00,00,00,00
0,3,3,1,3,3,3,3,3,0,0,3,0,3,0,0,67,FF,99,44,00,00,00,00
0,3,1,1,1,3,3,3,3,0,3,0,3,0,3,0,47,7F,AA,AA,00,00,00,00
0,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,77,FF,DD,44,00,00,00,00
0,3,1,1,1,3,3,3,3,3,0,0,3,0,3,0,47,7F,CC,AA,00,00,00,00
0,3,3,1,3,3,3,3,3,3,3,0,0,3,0,0,67,FF,EE,44,00,00,00,00
0,3,3,1,3,3,3,3,3,3,3,0,3,0,3,0,67,FF,EE,AA,00,00,00,00
0,3,3,1,3,3,3,3,3,3,3,3,0,3,0,0,67,FF,FF,44,00,00,00,00
0,3,3,1,3,3,3,3,3,3,3,3,0,0,3,0,67,FF,FF,22,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,77,FF,FF,88,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,77,FF,FF,AA,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,77,FF,FF,CC,00,00,00,00
0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,77,FF,FF,CC,00,00,00,00
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,00,00,00,00,00,00,00
0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,77,00,00,00,00,00,00,00
0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,77,00,00,00,00,00,00,00
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,00,00,00,00,00,00,00
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,00,00,00,00,00,00,00
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,00,00,00,00,00,00,00
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,00,00,00,00,00,00,00
0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,00,08,00,00,00,00,00
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00,00,08,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,00,03,0E,00,00,00,00,00
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,00,03,0E,00,00,00,00,00
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,00,07,0F,00,00,00,00,00
0,0,0,0,0,1,1,11,1,1,1,1,0,0,0,3,00,57,0F,11,00,00,00,00
0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3,00,0F,0F,19,00,00,00,00
0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3,00,0F,0F,19,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,00,01,0C,11,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,00,01,0C,00,00,00,00,00
