.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,00,00,00,00,FF,CC,FF,FF
.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,00,00,00,00,FF,88,77,FF
.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,00,00,00,00,FF,00,33,FF
.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,00,00,00,00,FF,00,33,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,0,0,.,.,.,.,.,.,.,00,20,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,0,0,.,.,.,.,.,.,.,00,20,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,0,0,.,.,.,.,.,.,.,00,20,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,0,2,2,2,2,0,.,.,.,.,.,.,00,70,80,00,FF,00,33,FF
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,00,00,00,00,FF,CC,FF,FF
.,.,.,.,.,0,1,1,0,.,.,.,.,.,.,.,00,03,00,00,FF,88,77,FF
.,.,.,.,0,1,1,1,1,0,.,.,.,.,.,.,00,07,08,00,FF,00,33,FF
.,.,.,.,0,1,1,1,1,0,.,.,.,.,.,.,00,07,08,00,FF,00,33,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,0,0,.,.,.,.,.,.,.,00,20,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,0,0,.,.,.,.,.,.,.,00,20,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,0,0,.,.,.,.,.,.,.,00,20,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,.,0,2,2,0,.,.,.,.,.,.,.,00,30,00,00,FF,88,77,FF
.,.,.,.,0,2,2,2,2,0,.,.,.,.,.,.,00,70,80,00,FF,00,33,FF
