.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,00,00,00,00,FF,CC,33,FF
.,.,.,.,.,0,1,1,1,1,0,.,.,.,.,.,00,03,0C,00,FF,88,11,FF
.,.,.,.,.,0,1,1,1,1,0,.,.,.,.,.,00,03,0C,00,FF,88,11,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,0,1,1,1,1,1,1,1,1,0,.,.,.,00,0F,0F,00,EE,00,00,77
.,.,.,0,1,1,1,1,1,1,1,1,0,.,.,.,00,0F,0F,00,EE,00,00,77
.,.,.,0,1,1,1,1,1,1,1,1,0,.,.,.,00,0F,0F,00,EE,00,00,77
.,.,.,0,1,1,1,1,3,1,1,1,0,.,.,.,00,0F,8F,00,EE,00,00,77
.,.,.,0,1,1,3,1,1,1,1,1,0,.,.,.,00,2F,0F,00,EE,00,00,77
.,.,.,0,1,1,1,3,3,1,1,1,0,.,.,.,00,1F,8F,00,EE,00,00,77
.,.,.,0,1,1,1,3,3,3,1,1,0,.,.,.,00,1F,CF,00,EE,00,00,77
.,.,.,0,1,1,3,3,3,1,1,1,0,.,.,.,00,3F,8F,00,EE,00,00,77
.,.,.,0,1,1,1,3,3,1,3,1,0,.,.,.,00,1F,AF,00,EE,00,00,77
.,.,.,0,1,3,1,3,3,1,1,1,0,.,.,.,00,5F,8F,00,EE,00,00,77
.,.,.,0,1,1,1,3,3,1,1,1,0,.,.,.,00,1F,8F,00,EE,00,00,77
.,.,.,0,1,1,1,3,3,1,1,1,0,.,.,.,00,1F,8F,00,EE,00,00,77
.,.,.,0,1,1,3,3,3,3,1,1,0,.,.,.,00,3F,CF,00,EE,00,00,77
.,.,.,0,1,1,1,3,3,1,1,1,0,.,.,.,00,1F,8F,00,EE,00,00,77
.,.,.,0,1,1,1,1,1,1,1,1,0,.,.,.,00,0F,0F,00,EE,00,00,77
.,.,.,0,1,1,1,3,1,1,1,1,0,.,.,.,00,1F,0F,00,EE,00,00,77
.,.,.,0,1,1,1,1,1,3,1,1,0,.,.,.,00,0F,4F,00,EE,00,00,77
.,.,.,0,1,1,1,1,1,1,1,1,0,.,.,.,00,0F,0F,00,EE,00,00,77
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,0,1,1,1,1,1,1,0,.,.,.,.,00,07,0E,00,FF,00,00,FF
.,.,.,.,.,0,1,1,1,1,0,.,.,.,.,.,00,03,0C,00,FF,88,11,FF
.,.,.,.,.,0,1,1,1,1,0,.,.,.,.,.,00,03,0C,00,FF,88,11,FF
.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,00,00,00,00,FF,CC,33,FF
