.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,FF,11,FF,FF
.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,0,EE,0,0,EE,0,FF,FF
.,.,0,3,3,3,0,0,.,.,.,.,.,.,.,.,11,FF,0,0,CC,0,77,FF
.,0,3,3,3,3,3,3,0,.,.,.,.,.,.,.,11,FF,88,0,CC,0,33,FF
0,3,3,3,3,3,3,3,3,0,.,.,.,.,.,.,11,CC,0,0,CC,0,33,FF
0,3,3,3,3,3,3,3,3,0,.,.,.,.,.,.,11,33,88,0,CC,0,33,FF
0,3,3,3,3,0,3,3,3,0,.,.,.,.,.,.,11,67,88,0,CC,0,33,FF
0,3,3,3,0,3,0,0,0,.,.,.,.,.,.,.,33,77,CC,0,88,0,11,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,77,77,88,0,0,0,33,FF
0,3,3,0,3,0,3,0,.,.,.,.,.,.,.,.,44,6E,0,0,0,0,77,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,0,0E,0,0,88,0,FF,FF
0,3,3,0,3,3,3,0,.,.,.,.,.,.,.,.,0,86,0,0,EE,0,FF,FF
0,3,3,0,3,3,0,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,FF,FF
0,3,3,0,0,0,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,77,FF
0,3,0,3,3,0,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,77,FF
0,3,0,3,3,3,.,.,.,.,.,.,.,.,.,.,10,F0,0,0,CC,0,77,FF
0,3,0,3,3,3,.,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,FF,FF
0,3,0,3,3,3,.,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,FF,FF
0,3,0,3,3,3,.,.,.,.,.,.,.,.,.,.,10,E0,0,0,CC,0,FF,FF
.,0,0,3,3,3,.,.,.,.,.,.,.,.,.,.,1,0E,0,0,CC,0,FF,FF
.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,1,0E,0,0,CC,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,3,0E,0,0,88,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,3,6,0,0,88,0,FF,FF
.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,.,3,6,0,0,88,0,FF,FF
.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,.,3,6,0,0,88,0,FF,FF
.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,.,2,0E,0,0,88,0,FF,FF
.,0,1,1,1,1,1,0,.,.,.,.,.,.,.,.,2,0E,0,0,88,0,FF,FF
.,0,1,1,1,1,1,0,.,.,.,.,.,.,.,.,2,0C,0,0,88,11,FF,FF
.,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,88,11,FF,FF
.,.,.,0,3,.,0,3,.,.,.,.,.,.,.,.,66,EE,0,0,88,0,FF,FF
.,0,0,3,3,.,0,3,3,.,.,.,.,.,.,.,66,FF,0,0,88,0,77,FF
.,0,3,3,.,.,0,0,0,.,.,.,.,.,.,.,33,77,0,0,88,0,77,FF
