.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,00,00,00,00,88,00,11,FF
.,0,0,3,3,3,3,3,3,3,3,0,0,.,.,.,11,FF,EE,00,88,00,00,77
.,0,3,0,0,0,0,0,0,0,0,0,0,0,.,.,22,00,00,00,88,00,00,33
.,0,1,3,1,0,1,1,1,1,1,1,1,0,.,.,13,0B,0F,08,88,00,00,33
.,0,3,1,3,0,1,1,1,1,1,1,1,0,.,.,23,8B,0F,08,88,00,00,33
.,0,1,3,1,0,1,1,1,1,1,1,1,0,.,.,13,0B,0F,08,88,00,00,33
.,0,3,1,3,0,1,1,1,1,1,1,1,0,.,.,23,8B,0F,08,88,00,00,33
.,0,1,3,1,0,1,1,1,1,1,1,1,0,.,.,13,0B,0F,08,88,00,00,33
.,0,3,1,3,0,1,1,1,1,1,1,1,0,.,.,23,8B,0F,08,88,00,00,33
.,0,1,3,1,0,1,1,1,1,1,1,1,0,.,.,13,0B,0F,08,88,00,00,33
.,0,3,1,3,0,1,1,1,1,1,1,1,0,.,.,23,8B,0F,08,88,00,00,33
.,0,1,3,1,0,1,1,1,1,1,1,1,0,.,.,13,0B,0F,08,88,00,00,33
.,0,3,1,3,0,1,1,1,1,1,1,1,0,.,.,23,8B,0F,08,88,00,00,33
.,0,0,3,1,0,1,1,1,1,1,1,1,0,.,.,11,0B,0F,08,88,00,00,33
.,.,.,0,0,0,1,1,1,1,1,1,1,0,.,.,00,03,0F,08,EE,00,00,33
.,.,.,.,.,0,0,0S,0,0,0,0,0,0,.,.,00,#VALUE!,00,00,FF,88,00,33
